Option,36,35,34,33,32,31,30,29,<29
2400,3,5,0,0,0,0,0,0,0
2300-2390,15,28,10,4,1,1,0,0,0
2200-2290,8,26,36,9,1,1,3,0,0
2100-2190,0,7,12,16,14,7,3,2,1
2000-2090,0,2,1,4,3,3,5,3,4
1900-1990,0,0,2,0,5,7,1,4,2
1800-1890,1,0,0,0,1,3,1,5,8
<1800,0,0,0,0,1,1,0,1,2
