Option,36,35,34,33,32,31,30,29,<29
36,37,0,0,0,0,0,0,0,0
35,0,107,0,0,0,0,0,0,0
34,0,0,122,0,0,0,0,0,0
33,0,0,0,64,0,0,0,0,0
32,0,0,0,0,51,0,0,0,0
31,0,0,0,0,0,40,0,0,0
30,0,0,0,0,0,0,31,0,0
29,0,0,0,0,0,0,0,28,0
<29,0,0,0,0,0,0,0,0,30
